OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601382,Sample-Routine,Water,Groundwater,2016-07-11,09:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-464517119100301,,L-1950053 Samples were received chilled at the WHOI lab.  Added fld alk per Huffman. KB 8/15/16. Changed Time from 0720 to 0920 per R. Huffman. JPC 9/15/16,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105180169,,,Orthophosphate,Dissolved,0.069,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601382,Sample-Routine,Water,Groundwater,2016-07-11,09:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-464517119100301,,L-1950053 Samples were received chilled at the WHOI lab.  Added fld alk per Huffman. KB 8/15/16. Changed Time from 0720 to 0920 per R. Huffman. JPC 9/15/16,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105180170,,,Orthophosphate,Dissolved,0.022,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-07-14,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700292,Sample-Routine,Water,Groundwater,2016-11-08,10:30:00,PST,,,,,2.9,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-474755117351801,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106300150,,,Orthophosphate,Dissolved,0.939,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700292,Sample-Routine,Water,Groundwater,2016-11-08,10:30:00,PST,,,,,2.9,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-474755117351801,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106300151,,,Orthophosphate,Dissolved,0.306,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-11-21,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601625,Sample-Routine,Water,Groundwater,2016-09-13,13:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-465927122492101,,,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105831589,,,Orthophosphate,Dissolved,0.031,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601625,Sample-Routine,Water,Groundwater,2016-09-13,13:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-465927122492101,,,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105831590,,,Orthophosphate,Dissolved,0.010,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-09-19,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601634,Sample-Routine,Water,Groundwater,2016-09-15,11:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-475313121543701,,L-3208712 Samples were received chilled at the WHOI lab.  FED EX LATE DELIVERY   Ok to login warm samples per R. Huffman. JPC 9/19/16 Chilled containers received warm at 17.0  Degrees C  FED EX LATE DELIVERY   Ok to login warm samples per R. Huffman. JPC 9/19/16 Chilled containers received warm at 1,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105941105,,,Orthophosphate,Dissolved,0.063,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601634,Sample-Routine,Water,Groundwater,2016-09-15,11:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-475313121543701,,L-3208712 Samples were received chilled at the WHOI lab.  FED EX LATE DELIVERY   Ok to login warm samples per R. Huffman. JPC 9/19/16 Chilled containers received warm at 17.0  Degrees C  FED EX LATE DELIVERY   Ok to login warm samples per R. Huffman. JPC 9/19/16 Chilled containers received warm at 1,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105941106,,,Orthophosphate,Dissolved,0.020,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-09-22,sample was warm when received,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601483,Sample-Routine,Water,Groundwater,2016-08-25,13:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-480638122125101,,L-2390142 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105625469,,,Orthophosphate,Dissolved,0.097,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601483,Sample-Routine,Water,Groundwater,2016-08-25,13:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-480638122125101,,L-2390142 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105625470,,,Orthophosphate,Dissolved,0.032,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-09-06,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601134,Sample-Routine,Water,Surface Water,2016-03-29,08:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12510500,,,,Rising stage,Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US D-95 Teflon bottle,NWIS-103572871,,,Orthophosphate,Dissolved,0.123,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601134,Sample-Routine,Water,Surface Water,2016-03-29,08:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12510500,,,,Rising stage,Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US D-95 Teflon bottle,NWIS-103572874,,,Orthophosphate,Dissolved,0.040,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-04-05,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01600782,Sample-Routine,Water,Surface Water,2016-01-13,12:40:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12056500,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-95 plastic bottle,NWIS-103192907,,,Orthophosphate,Dissolved,0.013,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01600782,Sample-Routine,Water,Surface Water,2016-01-13,12:40:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12056500,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-95 plastic bottle,NWIS-103192908,,,Orthophosphate,Dissolved,0.004,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-01-21,below the reporting level but at or above the detection level,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
